id,student_id/id,curriculum_version_id/id,subject_id/id,course_name,credit_type,credits,hours,grade_concept,is_approved,date_earned,origin_ref
led_stu_mptrcs_t1_06_rad520,stu_mptrcs_t1_06,reg_mptrcs_v2,sub_mptrcs_rad520,Radiofarmácia e Radioimunologia,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_06_rad521,stu_mptrcs_t1_06,reg_mptrcs_v2,sub_mptrcs_rad521,Instrumentação em PET/SPECT e Imagem Molecular,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_06_rad522,stu_mptrcs_t1_06,reg_mptrcs_v2,sub_mptrcs_rad522,Gerenciamento de Rejeitos Radioativos em Serviços de Saúde,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_06_apo,stu_mptrcs_t1_06,reg_mptrcs_v2,,Seminários de Acompanhamento e Desenvolvimento de PTT,apo,8,120,A,True,2023-11-30,Turma 1 APO
led_stu_mptrcs_t1_06_def,stu_mptrcs_t1_06,reg_mptrcs_v2,,Defesa Pública de Dissertação e Produto Tecnológico,milestone,52,780,A,True,2024-04-15,Turma 1 Defesa
led_stu_mptrcs_t1_07_rad501,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad501,Fundamentos de Radiobiologia e Proteção Radiológica,subject_internal,4,60,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_07_rad502,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad502,Metodologia Científica e Elaboração de PTT,subject_internal,4,60,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_07_rad503,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad503,Seminários Gerais em Tecnologia das Radiações,subject_internal,2,30,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_07_rad510,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad510,Dosimetria Física e Clínica em Radioterapia,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_07_rad511,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad511,Controle de Qualidade em Aceleradores Lineares,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_07_rad512,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad512,Braquiterapia Avançada e Implante de Sementes,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_07_rad520,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad520,Radiofarmácia e Radioimunologia,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_07_rad521,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad521,Instrumentação em PET/SPECT e Imagem Molecular,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_07_rad522,stu_mptrcs_t1_07,reg_mptrcs_v2,sub_mptrcs_rad522,Gerenciamento de Rejeitos Radioativos em Serviços de Saúde,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_07_apo,stu_mptrcs_t1_07,reg_mptrcs_v2,,Seminários de Acompanhamento e Desenvolvimento de PTT,apo,8,120,A,True,2023-11-30,Turma 1 APO
led_stu_mptrcs_t1_07_def,stu_mptrcs_t1_07,reg_mptrcs_v2,,Defesa Pública de Dissertação e Produto Tecnológico,milestone,52,780,A,True,2024-04-15,Turma 1 Defesa
led_stu_mptrcs_t1_08_rad501,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad501,Fundamentos de Radiobiologia e Proteção Radiológica,subject_internal,4,60,A,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_08_rad502,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad502,Metodologia Científica e Elaboração de PTT,subject_internal,4,60,A,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_08_rad503,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad503,Seminários Gerais em Tecnologia das Radiações,subject_internal,2,30,A,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_08_rad510,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad510,Dosimetria Física e Clínica em Radioterapia,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_08_rad511,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad511,Controle de Qualidade em Aceleradores Lineares,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_08_rad512,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad512,Braquiterapia Avançada e Implante de Sementes,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_08_rad520,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad520,Radiofarmácia e Radioimunologia,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_08_rad521,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad521,Instrumentação em PET/SPECT e Imagem Molecular,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_08_rad522,stu_mptrcs_t1_08,reg_mptrcs_v2,sub_mptrcs_rad522,Gerenciamento de Rejeitos Radioativos em Serviços de Saúde,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_08_apo,stu_mptrcs_t1_08,reg_mptrcs_v2,,Seminários de Acompanhamento e Desenvolvimento de PTT,apo,8,120,A,True,2023-11-30,Turma 1 APO
led_stu_mptrcs_t1_08_def,stu_mptrcs_t1_08,reg_mptrcs_v2,,Defesa Pública de Dissertação e Produto Tecnológico,milestone,52,780,A,True,2024-04-15,Turma 1 Defesa
led_stu_mptrcs_t1_09_rad501,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad501,Fundamentos de Radiobiologia e Proteção Radiológica,subject_internal,4,60,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_09_rad502,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad502,Metodologia Científica e Elaboração de PTT,subject_internal,4,60,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_09_rad503,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad503,Seminários Gerais em Tecnologia das Radiações,subject_internal,2,30,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_09_rad510,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad510,Dosimetria Física e Clínica em Radioterapia,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_09_rad511,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad511,Controle de Qualidade em Aceleradores Lineares,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_09_rad512,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad512,Braquiterapia Avançada e Implante de Sementes,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_09_rad520,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad520,Radiofarmácia e Radioimunologia,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_09_rad521,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad521,Instrumentação em PET/SPECT e Imagem Molecular,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_09_rad522,stu_mptrcs_t1_09,reg_mptrcs_v2,sub_mptrcs_rad522,Gerenciamento de Rejeitos Radioativos em Serviços de Saúde,subject_internal,4,60,B,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_09_apo,stu_mptrcs_t1_09,reg_mptrcs_v2,,Seminários de Acompanhamento e Desenvolvimento de PTT,apo,8,120,A,True,2023-11-30,Turma 1 APO
led_stu_mptrcs_t1_09_def,stu_mptrcs_t1_09,reg_mptrcs_v2,,Defesa Pública de Dissertação e Produto Tecnológico,milestone,52,780,A,True,2024-04-15,Turma 1 Defesa
led_stu_mptrcs_t1_10_rad501,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad501,Fundamentos de Radiobiologia e Proteção Radiológica,subject_internal,4,60,A,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_10_rad502,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad502,Metodologia Científica e Elaboração de PTT,subject_internal,4,60,A,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_10_rad503,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad503,Seminários Gerais em Tecnologia das Radiações,subject_internal,2,30,A,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_10_rad510,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad510,Dosimetria Física e Clínica em Radioterapia,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_10_rad511,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad511,Controle de Qualidade em Aceleradores Lineares,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_10_rad512,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad512,Braquiterapia Avançada e Implante de Sementes,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_10_rad520,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad520,Radiofarmácia e Radioimunologia,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_10_rad521,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad521,Instrumentação em PET/SPECT e Imagem Molecular,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_10_rad522,stu_mptrcs_t1_10,reg_mptrcs_v2,sub_mptrcs_rad522,Gerenciamento de Rejeitos Radioativos em Serviços de Saúde,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_10_apo,stu_mptrcs_t1_10,reg_mptrcs_v2,,Seminários de Acompanhamento e Desenvolvimento de PTT,apo,8,120,A,True,2023-11-30,Turma 1 APO
led_stu_mptrcs_t1_10_def,stu_mptrcs_t1_10,reg_mptrcs_v2,,Defesa Pública de Dissertação e Produto Tecnológico,milestone,52,780,A,True,2024-04-15,Turma 1 Defesa
led_stu_mptrcs_t1_11_rad501,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad501,Fundamentos de Radiobiologia e Proteção Radiológica,subject_internal,4,60,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_11_rad502,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad502,Metodologia Científica e Elaboração de PTT,subject_internal,4,60,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_11_rad503,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad503,Seminários Gerais em Tecnologia das Radiações,subject_internal,2,30,B,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_11_rad510,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad510,Dosimetria Física e Clínica em Radioterapia,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_11_rad511,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad511,Controle de Qualidade em Aceleradores Lineares,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_11_rad512,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad512,Braquiterapia Avançada e Implante de Sementes,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_11_rad520,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad520,Radiofarmácia e Radioimunologia,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_11_rad521,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad521,Instrumentação em PET/SPECT e Imagem Molecular,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_11_rad522,stu_mptrcs_t1_11,reg_mptrcs_v2,sub_mptrcs_rad522,Gerenciamento de Rejeitos Radioativos em Serviços de Saúde,subject_internal,4,60,A,True,2022-12-15,Turma 1 Sem 2
led_stu_mptrcs_t1_11_apo,stu_mptrcs_t1_11,reg_mptrcs_v2,,Seminários de Acompanhamento e Desenvolvimento de PTT,apo,8,120,A,True,2023-11-30,Turma 1 APO
led_stu_mptrcs_t1_11_def,stu_mptrcs_t1_11,reg_mptrcs_v2,,Defesa Pública de Dissertação e Produto Tecnológico,milestone,52,780,A,True,2024-04-15,Turma 1 Defesa
led_stu_mptrcs_t1_12_rad501,stu_mptrcs_t1_12,reg_mptrcs_v2,sub_mptrcs_rad501,Fundamentos de Radiobiologia e Proteção Radiológica,subject_internal,4,60,A,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_12_rad502,stu_mptrcs_t1_12,reg_mptrcs_v2,sub_mptrcs_rad502,Metodologia Científica e Elaboração de PTT,subject_internal,4,60,A,True,2022-06-30,Turma 1 Sem 1
led_stu_mptrcs_t1_12_rad503,stu_mptrcs_t1_12,reg_mptrcs_v2,sub_mptrcs_rad503,Seminários Gerais em Tecnologia das Radiações,subject_internal,2,30,A,True,2022-06-30,Turma 1 Sem 1
