id,thesis_id/id,member_id/id,member_role,is_titular
comm_thesis_stu_ppgcc_08_adv,thesis_stu_ppgcc_08,fac_xyzq_08,advisor,True
comm_thesis_stu_ppgcc_08_int,thesis_stu_ppgcc_08,fac_xyzq_10,internal_evaluator,True
comm_thesis_stu_ppgcc_08_ext,thesis_stu_ppgcc_08,fac_xyzq_11,external_evaluator,True
comm_thesis_stu_ppgfa_01_adv,thesis_stu_ppgfa_01,fac_xyzq_07,advisor,True
comm_thesis_stu_ppgfa_01_int,thesis_stu_ppgfa_01,fac_xyzq_09,internal_evaluator,True
comm_thesis_stu_ppgfa_01_ext,thesis_stu_ppgfa_01,fac_xyzq_10,external_evaluator,True
comm_thesis_stu_ppgfa_02_adv,thesis_stu_ppgfa_02,fac_xyzq_08,advisor,True
comm_thesis_stu_ppgfa_02_int,thesis_stu_ppgfa_02,fac_xyzq_10,internal_evaluator,True
comm_thesis_stu_ppgfa_02_ext,thesis_stu_ppgfa_02,fac_xyzq_11,external_evaluator,True
comm_thesis_stu_ppgfa_03_adv,thesis_stu_ppgfa_03,fac_xyzq_09,advisor,True
comm_thesis_stu_ppgfa_03_int,thesis_stu_ppgfa_03,fac_xyzq_11,internal_evaluator,True
comm_thesis_stu_ppgfa_03_ext,thesis_stu_ppgfa_03,fac_xyzq_12,external_evaluator,True
comm_thesis_stu_ppgfa_04_adv,thesis_stu_ppgfa_04,fac_xyzq_10,advisor,True
comm_thesis_stu_ppgfa_04_int,thesis_stu_ppgfa_04,fac_xyzq_12,internal_evaluator,True
comm_thesis_stu_ppgfa_04_ext,thesis_stu_ppgfa_04,fac_xyzq_13,external_evaluator,True
comm_thesis_stu_ppgfa_05_adv,thesis_stu_ppgfa_05,fac_xyzq_11,advisor,True
comm_thesis_stu_ppgfa_05_int,thesis_stu_ppgfa_05,fac_xyzq_13,internal_evaluator,True
comm_thesis_stu_ppgfa_05_ext,thesis_stu_ppgfa_05,fac_xyzq_14,external_evaluator,True
comm_thesis_stu_ppgfa_06_adv,thesis_stu_ppgfa_06,fac_xyzq_12,advisor,True
comm_thesis_stu_ppgfa_06_int,thesis_stu_ppgfa_06,fac_xyzq_14,internal_evaluator,True
comm_thesis_stu_ppgfa_06_ext,thesis_stu_ppgfa_06,fac_xyzq_15,external_evaluator,True
comm_thesis_stu_ppgfa_07_adv,thesis_stu_ppgfa_07,fac_xyzq_13,advisor,True
comm_thesis_stu_ppgfa_07_int,thesis_stu_ppgfa_07,fac_xyzq_15,internal_evaluator,True
comm_thesis_stu_ppgfa_07_ext,thesis_stu_ppgfa_07,fac_xyzq_16,external_evaluator,True
comm_thesis_stu_ppgfa_08_adv,thesis_stu_ppgfa_08,fac_xyzq_14,advisor,True
comm_thesis_stu_ppgfa_08_int,thesis_stu_ppgfa_08,fac_xyzq_16,internal_evaluator,True
comm_thesis_stu_ppgfa_08_ext,thesis_stu_ppgfa_08,fac_xyzq_17,external_evaluator,True
comm_thesis_stu_ppgbm_01_adv,thesis_stu_ppgbm_01,fac_xyzq_13,advisor,True
comm_thesis_stu_ppgbm_01_int,thesis_stu_ppgbm_01,fac_xyzq_15,internal_evaluator,True
comm_thesis_stu_ppgbm_01_ext,thesis_stu_ppgbm_01,fac_xyzq_16,external_evaluator,True
comm_thesis_stu_ppgbm_02_adv,thesis_stu_ppgbm_02,fac_xyzq_14,advisor,True
comm_thesis_stu_ppgbm_02_int,thesis_stu_ppgbm_02,fac_xyzq_16,internal_evaluator,True
comm_thesis_stu_ppgbm_02_ext,thesis_stu_ppgbm_02,fac_xyzq_17,external_evaluator,True
comm_thesis_stu_ppgbm_03_adv,thesis_stu_ppgbm_03,fac_xyzq_15,advisor,True
comm_thesis_stu_ppgbm_03_int,thesis_stu_ppgbm_03,fac_xyzq_17,internal_evaluator,True
comm_thesis_stu_ppgbm_03_ext,thesis_stu_ppgbm_03,fac_xyzq_18,external_evaluator,True
comm_thesis_stu_ppgbm_04_adv,thesis_stu_ppgbm_04,fac_xyzq_16,advisor,True
comm_thesis_stu_ppgbm_04_int,thesis_stu_ppgbm_04,fac_xyzq_18,internal_evaluator,True
comm_thesis_stu_ppgbm_04_ext,thesis_stu_ppgbm_04,fac_xyzq_19,external_evaluator,True
comm_thesis_stu_ppgbm_05_adv,thesis_stu_ppgbm_05,fac_xyzq_17,advisor,True
comm_thesis_stu_ppgbm_05_int,thesis_stu_ppgbm_05,fac_xyzq_19,internal_evaluator,True
comm_thesis_stu_ppgbm_05_ext,thesis_stu_ppgbm_05,fac_xyzq_20,external_evaluator,True
comm_thesis_stu_ppgbm_06_adv,thesis_stu_ppgbm_06,fac_xyzq_18,advisor,True
comm_thesis_stu_ppgbm_06_int,thesis_stu_ppgbm_06,fac_xyzq_20,internal_evaluator,True
comm_thesis_stu_ppgbm_06_ext,thesis_stu_ppgbm_06,fac_xyzq_21,external_evaluator,True
comm_thesis_stu_ppgbm_07_adv,thesis_stu_ppgbm_07,fac_xyzq_19,advisor,True
comm_thesis_stu_ppgbm_07_int,thesis_stu_ppgbm_07,fac_xyzq_21,internal_evaluator,True
comm_thesis_stu_ppgbm_07_ext,thesis_stu_ppgbm_07,fac_xyzq_22,external_evaluator,True
comm_thesis_stu_ppgbm_08_adv,thesis_stu_ppgbm_08,fac_xyzq_20,advisor,True
comm_thesis_stu_ppgbm_08_int,thesis_stu_ppgbm_08,fac_xyzq_22,internal_evaluator,True
comm_thesis_stu_ppgbm_08_ext,thesis_stu_ppgbm_08,fac_xyzq_23,external_evaluator,True
comm_thesis_stu_mpesi_01_adv,thesis_stu_mpesi_01,fac_xyzq_01,advisor,True
comm_thesis_stu_mpesi_01_int,thesis_stu_mpesi_01,fac_xyzq_03,internal_evaluator,True
comm_thesis_stu_mpesi_01_ext,thesis_stu_mpesi_01,fac_xyzq_04,external_evaluator,True
comm_thesis_stu_mpesi_02_adv,thesis_stu_mpesi_02,fac_xyzq_02,advisor,True
comm_thesis_stu_mpesi_02_int,thesis_stu_mpesi_02,fac_xyzq_04,internal_evaluator,True
comm_thesis_stu_mpesi_02_ext,thesis_stu_mpesi_02,fac_xyzq_05,external_evaluator,True
comm_thesis_stu_mpesi_03_adv,thesis_stu_mpesi_03,fac_xyzq_03,advisor,True
comm_thesis_stu_mpesi_03_int,thesis_stu_mpesi_03,fac_xyzq_05,internal_evaluator,True
comm_thesis_stu_mpesi_03_ext,thesis_stu_mpesi_03,fac_xyzq_08,external_evaluator,True
comm_thesis_stu_mpesi_04_adv,thesis_stu_mpesi_04,fac_xyzq_04,advisor,True
comm_thesis_stu_mpesi_04_int,thesis_stu_mpesi_04,fac_xyzq_08,internal_evaluator,True
comm_thesis_stu_mpesi_04_ext,thesis_stu_mpesi_04,fac_xyzq_09,external_evaluator,True
comm_thesis_stu_mpesi_05_adv,thesis_stu_mpesi_05,fac_xyzq_05,advisor,True
comm_thesis_stu_mpesi_05_int,thesis_stu_mpesi_05,fac_xyzq_09,internal_evaluator,True
comm_thesis_stu_mpesi_05_ext,thesis_stu_mpesi_05,fac_xyzq_10,external_evaluator,True
comm_thesis_stu_mpesi_06_adv,thesis_stu_mpesi_06,fac_xyzq_08,advisor,True
comm_thesis_stu_mpesi_06_int,thesis_stu_mpesi_06,fac_xyzq_10,internal_evaluator,True
comm_thesis_stu_mpesi_06_ext,thesis_stu_mpesi_06,fac_xyzq_20,external_evaluator,True
comm_thesis_stu_mpesi_07_adv,thesis_stu_mpesi_07,fac_xyzq_09,advisor,True
comm_thesis_stu_mpesi_07_int,thesis_stu_mpesi_07,fac_xyzq_20,internal_evaluator,True
comm_thesis_stu_mpesi_07_ext,thesis_stu_mpesi_07,fac_xyzq_21,external_evaluator,True
